case,PrefixLen,Act1,Act2,Act3,Res1,Res2,Res3,gender_cat,citizen_cat,age_group,german_speaking_cat,religious_cat,label,score
4967,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,T,F,30-44,T,F,0,0
9907,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,F,45-64,F,F,0,1
8616,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,T,45-64,F,F,0,1
1159,3,A08,A12,A11,Online System,HR-pro,Senior Partner,F,F,30-44,F,T,0,1
7509,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,18-29,F,T,0,1
4913,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,F,45-64,F,F,0,1
4611,3,A08,A12,A01,Online System,HR-dummy,Senior Partner,T,T,45-64,T,T,0,0
8520,3,A08,A12,A01,Online System,HR-dummy,Senior Partner,F,F,30-44,F,F,0,0
7473,3,A08,A12,A01,Online System,HR-dummy,HR-dummy,F,T,45-64,F,T,0,0
13,3,A08,A12,A03,Online System,HR-pro,HR-dummy,T,T,45-64,F,T,0,1
5681,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,30-44,T,F,0,1
7186,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,T,65+,T,F,0,1
3192,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,45-64,T,F,1,1
2729,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,30-44,T,F,1,1
1888,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,T,F,45-64,F,F,1,0
4647,3,A08,A12,A03,Online System,HR-pro,HR-dummy,T,T,45-64,T,T,0,1
3923,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,45-64,T,T,0,1
4177,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,F,45-64,T,T,0,1
5864,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,F,45-64,T,T,0,0
1084,3,A08,A12,A11,Online System,HR-pro,Senior Partner,F,F,45-64,T,T,1,1
3328,3,A08,A12,A03,Online System,HR-pro,HR-pro,T,T,45-64,T,F,1,1
1595,3,A08,A12,A01,Online System,HR-pro,HR-dummy,T,T,45-64,T,F,0,0
9486,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,45-64,F,T,1,1
5473,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,F,45-64,F,F,0,1
6687,3,A08,A12,A03,Online System,HR-pro,HR-dummy,T,F,45-64,F,T,0,1
7682,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,F,45-64,T,F,0,1
4565,3,A08,A12,A01,Front Desk,HR-pro,HR-dummy,T,F,30-44,F,F,0,0
6447,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,T,45-64,T,T,1,1
7791,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,45-64,T,T,1,1
1364,3,A08,A12,A01,Online System,HR-dummy,HR-dummy,F,F,45-64,F,T,0,0
2890,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,T,18-29,T,T,1,1
4433,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,T,45-64,T,T,1,1
2055,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,45-64,T,T,1,1
6124,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,45-64,T,F,1,1
4369,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,45-64,F,T,1,1
3043,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,45-64,T,F,0,1
8880,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,F,45-64,F,F,0,0
2600,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,30-44,T,F,0,1
2444,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,T,F,30-44,F,T,0,0
9001,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,45-64,T,T,0,1
5578,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,F,F,45-64,T,F,0,1
1333,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,F,45-64,T,T,0,1
5231,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,T,30-44,F,T,0,1
5127,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,F,30-44,F,T,0,1
4089,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,T,45-64,F,F,0,0
9776,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,45-64,T,F,1,1
1736,3,A08,A12,A03,Online System,HR-pro,HR-dummy,T,F,45-64,F,T,1,1
6419,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,45-64,F,T,0,1
1844,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,45-64,T,T,0,1
3298,3,A08,A12,A01,Online System,HR-pro,HR-dummy,F,T,45-64,T,T,0,0
4518,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,F,45-64,T,F,0,1
5392,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,30-44,F,F,1,1
2695,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,F,30-44,F,T,1,1
4564,3,A08,A12,A11,Online System,HR-pro,HR-dummy,T,F,45-64,F,T,0,0
7598,3,A08,A12,A01,Online System,HR-dummy,Senior Partner,T,F,30-44,F,T,0,0
3680,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,T,T,45-64,F,T,0,0
9975,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,F,18-29,T,T,0,0
5464,3,A08,A12,A01,Online System,HR-dummy,HR-dummy,F,T,65+,F,F,0,0
3626,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,F,45-64,F,F,0,0
1681,3,A08,A12,A01,Online System,HR-pro,Senior Partner,T,T,30-44,T,F,0,0
7249,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,45-64,T,T,1,1
960,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,30-44,F,T,1,1
1946,3,A08,A12,A03,Front Desk,HR-pro,HR-pro,T,F,45-64,T,T,0,0
9569,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,F,45-64,F,T,1,1
8175,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,45-64,F,T,1,1
4116,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,F,F,45-64,F,F,0,1
1253,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,T,30-44,F,F,0,1
8787,3,A08,A12,A01,Front Desk,HR-pro,HR-dummy,F,F,30-44,T,F,0,0
6846,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,F,45-64,T,F,0,1
7246,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,45-64,F,F,0,1
1374,3,A08,A12,A01,Front Desk,HR-pro,HR-dummy,F,F,45-64,F,T,0,0
7652,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,T,T,30-44,F,T,0,0
9984,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,F,45-64,T,F,1,1
2800,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,T,30-44,T,F,1,1
604,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,F,45-64,T,T,1,1
6836,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,F,45-64,F,F,0,1
5808,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,45-64,F,F,1,1
2174,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,T,F,45-64,F,F,0,0
5645,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,45-64,T,T,0,1
8960,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,45-64,T,F,1,1
6643,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,F,T,45-64,F,F,0,0
8746,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,45-64,T,T,0,1
5377,3,A08,A12,A01,Online System,HR-pro,HR-dummy,T,T,45-64,T,F,0,0
6534,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,45-64,T,F,0,1
4014,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,F,F,30-44,F,F,0,0
2771,3,A08,A12,A11,Online System,HR-pro,Senior Partner,F,T,30-44,F,T,0,1
4457,3,A08,A12,A03,Online System,HR-pro,HR-dummy,F,F,30-44,T,F,0,1
1274,3,A08,A12,A03,Online System,HR-pro,HR-dummy,F,F,45-64,T,F,0,1
6325,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,45-64,T,F,1,1
5390,3,A08,A12,A11,Online System,HR-pro,Senior Partner,T,T,45-64,T,F,0,1
5650,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,T,45-64,F,T,0,1
7637,3,A08,A12,A01,Online System,HR-dummy,Senior Partner,T,T,30-44,T,F,0,0
3911,3,A08,A12,A03,Online System,HR-pro,HR-dummy,F,T,30-44,T,F,1,1
3588,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,45-64,T,T,0,1
9223,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,F,65+,T,T,0,1
3483,3,A08,A12,A03,Online System,HR-pro,HR-dummy,F,T,30-44,T,T,1,1
3788,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,65+,F,T,1,1
1450,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,45-64,T,F,0,1
4707,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,45-64,T,T,0,1
7829,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,45-64,T,T,1,1
6975,3,A08,A12,A11,Online System,HR-pro,Senior Partner,F,T,45-64,T,T,1,1
496,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,F,45-64,T,F,1,0
1969,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,18-29,F,T,1,1
9302,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,45-64,F,T,0,1
7967,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,30-44,T,T,0,1
1126,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,F,F,45-64,F,T,1,1
3508,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,F,45-64,T,F,0,1
3160,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,F,45-64,T,T,0,1
8512,3,A08,A12,A11,Online System,HR-pro,Senior Partner,F,T,30-44,F,F,1,1
183,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,T,45-64,T,T,0,1
7810,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,T,30-44,F,T,1,1
5280,3,A08,A12,A03,Online System,HR-pro,HR-dummy,F,F,45-64,F,F,1,1
7151,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,F,F,30-44,T,T,0,1
5562,3,A08,A12,A01,Front Desk,HR-dummy,Senior Partner,T,T,45-64,T,F,0,0
9112,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,45-64,T,F,0,1
1669,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,45-64,F,F,1,1
8176,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,F,45-64,F,F,0,1
4483,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,F,45-64,F,T,1,1
6042,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,30-44,T,T,0,1
8490,3,A08,A12,A03,Online System,HR-pro,HR-dummy,T,T,30-44,T,T,0,1
3396,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,T,45-64,F,T,1,1
912,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,T,T,45-64,F,T,0,0
6119,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,45-64,F,T,1,1
4677,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,30-44,T,T,0,1
3410,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,F,65+,T,F,0,1
5366,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,T,45-64,F,F,0,0
4668,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,45-64,T,F,1,1
2963,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,F,45-64,F,T,0,1
3378,3,A08,A12,A01,Front Desk,HR-dummy,Senior Partner,F,T,45-64,F,T,0,0
4528,3,A08,A12,A03,Online System,HR-pro,HR-dummy,T,T,45-64,T,F,0,1
4536,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,F,T,45-64,F,F,1,1
1927,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,F,45-64,F,T,0,1
1288,3,A08,A12,A01,Front Desk,HR-dummy,Senior Partner,F,T,45-64,T,F,0,0
2428,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,F,T,45-64,T,F,0,0
3513,3,A08,A12,A03,Online System,HR-pro,HR-pro,F,F,65+,T,T,0,1
7677,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,45-64,T,T,0,1
4551,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,30-44,T,T,1,1
9205,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,T,T,45-64,F,F,1,0
1981,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,F,45-64,T,F,0,1
3845,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,45-64,T,T,0,1
9530,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,T,45-64,T,F,0,0
243,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,F,65+,T,F,0,1
6433,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,F,65+,F,T,0,1
3170,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,F,T,45-64,T,T,0,1
4577,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,F,F,45-64,T,F,0,0
3510,3,A08,A12,A03,Online System,HR-pro,HR-pro,F,F,30-44,T,T,1,1
2820,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,T,45-64,T,T,0,1
5714,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,30-44,F,T,1,1
4917,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,F,45-64,T,T,0,1
4332,3,A08,A12,A11,Online System,HR-pro,HR-dummy,T,T,30-44,F,T,0,0
4773,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,F,65+,F,F,0,1
3172,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,30-44,F,T,0,1
2744,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,45-64,T,T,1,1
6053,3,A08,A12,A01,Front Desk,HR-dummy,HR-dummy,F,F,45-64,F,T,0,0
2412,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,T,45-64,F,T,1,1
2272,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,F,F,65+,F,F,1,1
8120,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,30-44,F,F,1,1
9706,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,45-64,F,F,0,1
5672,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,18-29,T,T,1,1
108,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,F,45-64,F,F,0,1
3618,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,F,T,45-64,T,F,1,0
4012,3,A08,A12,A03,Front Desk,HR-pro,HR-pro,T,F,45-64,F,F,0,0
6227,3,A08,A12,A11,Online System,HR-pro,Senior Partner,F,T,30-44,T,F,1,1
5574,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,30-44,F,T,0,1
8355,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,F,30-44,T,F,1,1
5962,3,A08,A12,A03,Online System,HR-pro,HR-dummy,F,T,30-44,F,T,0,1
8657,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,45-64,T,F,1,1
550,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,F,45-64,T,T,1,1
1577,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,45-64,F,F,0,1
9863,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,F,45-64,T,T,0,1
8570,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,F,45-64,T,T,0,0
6659,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,45-64,T,T,0,1
3505,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,F,45-64,T,T,0,1
3532,3,A08,A12,A03,Front Desk,HR-pro,HR-pro,F,T,30-44,T,F,1,0
3705,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,F,45-64,T,F,1,1
6496,3,A08,A12,A01,Online System,HR-pro,Senior Partner,F,F,45-64,F,T,0,0
1339,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,45-64,F,F,1,1
3810,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,30-44,F,F,0,1
6673,3,A08,A12,A03,Online System,HR-pro,HR-dummy,F,F,30-44,F,T,0,1
1388,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,45-64,T,T,1,1
5003,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,45-64,T,F,0,1
18,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,F,T,65+,F,F,0,0
8147,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,45-64,T,F,0,1
9037,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,T,45-64,F,T,1,1
2513,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,F,45-64,F,T,1,1
508,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,30-44,F,T,1,1
9143,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,F,F,45-64,T,F,0,1
8116,3,A08,A12,A11,Online System,HR-pro,Senior Partner,T,T,45-64,T,T,0,1
6421,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,F,30-44,F,T,0,1
4211,3,A08,A12,A11,Online System,HR-pro,Senior Partner,T,F,45-64,T,T,0,1
6557,3,A08,A12,A03,Front Desk,HR-pro,HR-pro,T,T,65+,T,T,0,0
5324,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,T,F,30-44,F,T,0,0
7717,3,A08,A12,A01,Front Desk,HR-dummy,Senior Partner,T,F,30-44,T,F,0,0
8252,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,45-64,T,T,1,1
2083,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,F,T,45-64,F,F,0,0
3750,3,A08,A12,A03,Online System,HR-pro,HR-pro,F,F,65+,F,F,0,1
5148,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,F,T,45-64,F,T,0,0
1483,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,F,F,45-64,T,T,0,1
3484,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,F,T,45-64,F,T,1,0
4672,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,45-64,T,T,0,1
4224,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,T,30-44,F,T,0,1
8044,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,45-64,T,F,0,1
8056,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,45-64,T,T,0,1
1520,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,T,65+,T,F,0,0
6011,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,F,45-64,T,T,0,1
9602,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,F,30-44,T,F,1,1
2362,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,45-64,T,T,0,1
4650,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,T,T,30-44,F,T,0,0
4513,3,A08,A12,A03,Online System,HR-pro,HR-dummy,F,F,45-64,T,T,0,1
4658,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,T,T,45-64,T,T,1,0
6919,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,F,45-64,T,F,0,1
1741,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,45-64,T,F,0,1
7998,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,F,30-44,F,T,0,1
7769,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,T,45-64,T,T,1,1
7510,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,T,F,65+,F,T,1,0
8805,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,45-64,F,T,0,1
6857,3,A08,A12,A01,Online System,HR-dummy,HR-dummy,F,T,45-64,T,T,0,0
2752,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,65+,T,T,0,1
2861,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,F,30-44,T,T,0,1
4498,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,45-64,T,F,1,1
7806,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,T,45-64,T,T,0,1
865,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,F,45-64,F,F,0,1
203,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,T,45-64,F,T,0,1
5610,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,45-64,T,F,1,1
89,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,65+,F,F,0,1
1923,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,T,65+,F,F,0,1
4391,3,A08,A12,A11,Online System,HR-pro,Senior Partner,T,F,45-64,T,T,0,1
1971,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,T,F,65+,T,T,1,0
7916,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,30-44,F,F,0,1
5758,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,F,45-64,F,T,1,1
2806,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,F,30-44,F,F,0,1
7322,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,45-64,T,T,0,1
4869,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,F,F,45-64,F,F,0,0
6092,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,45-64,T,T,0,1
4497,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,T,45-64,F,F,0,0
4206,3,A08,A12,A01,Online System,HR-pro,HR-dummy,F,T,45-64,T,F,0,0
8437,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,T,30-44,T,T,1,1
2062,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,T,T,45-64,T,T,1,0
5929,3,A08,A12,A03,Online System,HR-pro,HR-pro,T,F,65+,F,T,0,1
9317,3,A08,A12,A03,Front Desk,HR-pro,HR-pro,F,T,30-44,F,F,1,0
9066,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,45-64,T,T,0,1
1834,3,A08,A12,A11,Online System,HR-pro,Senior Partner,T,F,45-64,T,T,0,1
2930,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,45-64,T,F,1,1
9267,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,30-44,T,T,0,1
8662,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,30-44,F,T,0,1
8177,3,A08,A12,A03,Front Desk,HR-pro,HR-pro,T,T,45-64,F,T,0,0
5723,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,T,30-44,T,F,0,0
1877,3,A08,A12,A01,Front Desk,HR-dummy,Senior Partner,T,T,45-64,F,F,0,0
6508,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,30-44,F,T,0,1
8718,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,T,45-64,F,T,0,0
4000,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,F,30-44,T,T,1,1
5359,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,30-44,T,F,0,1
5124,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,45-64,T,F,1,1
4976,3,A08,A12,A11,Online System,HR-pro,Senior Partner,F,T,45-64,F,T,0,1
2685,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,65+,T,T,0,1
413,3,A08,A12,A11,Online System,HR-pro,HR-dummy,T,F,45-64,T,T,0,0
2013,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,45-64,T,F,0,1
2863,3,A08,A12,A01,Front Desk,HR-dummy,Senior Partner,F,T,30-44,F,T,0,0
3132,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,F,45-64,F,T,0,1
8815,3,A08,A12,A11,Online System,HR-pro,Senior Partner,T,F,45-64,F,F,1,1
5322,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,65+,T,T,1,1
1631,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,T,65+,F,F,0,0
1147,3,A08,A12,A11,Online System,HR-pro,Senior Partner,F,F,30-44,F,T,1,1
4330,3,A08,A12,A03,Front Desk,HR-pro,HR-pro,T,F,45-64,T,T,1,0
8986,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,45-64,F,F,0,1
6224,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,45-64,F,T,0,1
1593,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,45-64,T,F,0,1
8950,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,F,45-64,F,F,1,1
3964,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,45-64,T,T,1,1
5889,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,T,T,45-64,T,F,1,0
8162,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,65+,T,T,0,1
2063,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,F,30-44,T,T,0,1
4314,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,45-64,T,F,1,1
7465,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,F,T,45-64,F,T,1,0
9768,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,T,30-44,T,F,1,1
8691,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,45-64,T,T,1,1
2426,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,45-64,F,T,0,1
8486,3,A08,A12,A01,Front Desk,HR-dummy,Senior Partner,T,F,45-64,F,F,0,0
9313,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,T,T,45-64,T,T,0,0
6666,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,30-44,F,F,0,1
3861,3,A08,A12,A11,Online System,HR-pro,Senior Partner,T,T,30-44,F,T,1,1
3662,3,A08,A12,A03,Online System,HR-pro,HR-pro,F,T,45-64,F,T,0,1
3693,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,F,45-64,F,F,1,1
6689,3,A08,A12,A03,Front Desk,HR-pro,HR-pro,T,T,45-64,T,T,0,0
3902,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,F,T,30-44,F,F,1,0
8830,3,A08,A12,A01,Front Desk,HR-dummy,HR-dummy,T,T,45-64,F,T,0,0
2589,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,F,30-44,F,T,0,0
7007,3,A08,A12,A03,Front Desk,HR-pro,HR-pro,F,F,45-64,F,T,0,0
