case,PrefixLen,Act1,Act2,Act3,Act4,Act5,gender_cat,citizen_cat,age_group,german_speaking_cat,religious_cat,label,score
9262,5,A08,A12,A11,A03,A05,T,F,30-44,F,T,0,1
392,5,A08,A12,A03,A11,A05,F,F,45-64,F,F,0,1
8132,5,A08,A12,A03,A11,A05,T,F,45-64,T,T,1,1
5328,5,A08,A12,A03,A11,A01,T,F,30-44,F,F,0,0
4938,5,A08,A12,A03,A11,A05,F,F,45-64,T,T,1,1
6633,5,A08,A12,A11,A03,A05,T,F,45-64,T,F,1,1
8733,5,A08,A12,A11,A03,A05,T,F,65+,F,F,0,1
7029,5,A08,A12,A03,A11,A01,T,F,30-44,T,F,0,0
217,5,A08,A12,A03,A11,A01,F,T,45-64,F,T,0,0
1425,5,A08,A12,A03,A11,A05,T,T,45-64,F,T,1,1
123,5,A08,A12,A11,A03,A05,T,F,45-64,T,F,1,1
6620,5,A08,A12,A03,A11,A06,F,T,45-64,T,F,1,0
2992,5,A08,A12,A11,A03,A01,F,F,45-64,T,F,0,0
6534,5,A08,A12,A03,A11,A01,F,T,45-64,T,F,0,0
4542,5,A08,A12,A11,A03,A01,T,T,45-64,T,T,0,0
1658,5,A08,A12,A11,A03,A01,F,T,45-64,T,F,0,0
2985,5,A08,A12,A11,A03,A01,F,F,45-64,F,T,0,0
1570,5,A08,A12,A03,A11,A06,F,T,45-64,T,T,0,0
4539,5,A08,A12,A03,A11,A06,T,F,45-64,T,F,1,0
3485,5,A08,A12,A03,A11,A05,F,F,30-44,F,T,1,1
3283,5,A08,A12,A11,A03,A06,T,F,65+,F,T,1,1
5909,5,A08,A12,A11,A03,A05,T,T,30-44,F,F,1,1
9927,5,A08,A12,A03,A11,A05,F,F,18-29,T,F,1,1
1126,5,A08,A12,A03,A11,A05,F,F,45-64,F,T,1,1
4636,5,A08,A12,A11,A03,A01,T,T,30-44,F,T,0,0
8336,5,A08,A12,A03,A11,A05,F,T,45-64,T,T,0,1
5366,5,A08,A12,A11,A03,A06,T,T,45-64,F,F,0,1
1548,5,A08,A12,A11,A03,A05,T,F,30-44,T,T,1,1
3885,5,A08,A12,A03,A11,A06,T,T,45-64,F,F,0,0
3728,5,A08,A12,A11,A03,A05,T,T,45-64,F,F,0,1
4957,5,A08,A12,A03,A11,A01,T,F,45-64,T,T,0,0
9932,5,A08,A12,A11,A03,A01,F,T,30-44,F,F,0,0
8270,5,A08,A12,A11,A03,A06,T,F,45-64,F,T,0,1
8264,5,A08,A12,A11,A03,A05,F,T,45-64,F,T,0,1
7706,5,A08,A12,A11,A03,A05,T,T,30-44,F,T,1,1
6759,5,A08,A12,A11,A03,A01,T,F,45-64,T,T,0,0
356,5,A08,A12,A03,A11,A06,T,T,18-29,T,T,0,0
473,5,A08,A12,A11,A03,A05,F,F,45-64,T,T,1,1
584,5,A08,A12,A11,A03,A06,T,F,30-44,F,T,1,1
6124,5,A08,A12,A03,A11,A05,T,F,45-64,T,F,1,1
418,5,A08,A12,A11,A03,A06,T,T,65+,F,F,0,1
3847,5,A08,A12,A11,A03,A01,T,F,18-29,F,F,0,0
710,5,A08,A12,A03,A11,A01,T,T,30-44,F,T,0,0
4968,5,A08,A12,A11,A03,A06,T,F,45-64,T,T,0,1
9916,5,A08,A12,A03,A11,A01,T,T,45-64,T,F,0,0
4884,5,A08,A12,A03,A11,A01,T,T,30-44,T,T,0,0
9849,5,A08,A12,A03,A11,A05,F,T,45-64,T,F,1,1
4974,5,A08,A12,A03,A11,A01,T,T,45-64,T,T,0,0
4665,5,A08,A12,A11,A03,A05,T,T,30-44,F,F,1,1
9227,5,A08,A12,A11,A03,A06,T,F,45-64,F,T,0,1
2887,5,A08,A12,A11,A03,A05,T,T,45-64,T,F,1,1
3341,5,A08,A12,A11,A03,A05,F,T,45-64,T,T,0,1
5984,5,A08,A12,A03,A11,A05,T,T,30-44,T,T,1,1
3276,5,A08,A12,A03,A11,A05,T,F,30-44,F,T,0,1
8525,5,A08,A12,A11,A03,A05,F,F,30-44,T,F,1,1
2468,5,A08,A12,A11,A03,A01,T,F,45-64,F,F,0,0
4625,5,A08,A12,A03,A11,A05,T,T,45-64,F,T,1,1
2093,5,A08,A12,A11,A03,A06,T,T,45-64,F,T,0,1
4567,5,A08,A12,A03,A11,A05,T,F,45-64,T,F,0,1
6648,5,A08,A12,A03,A11,A06,T,T,45-64,T,T,1,0
8201,5,A08,A12,A11,A03,A06,F,F,45-64,F,T,0,1
2335,5,A08,A12,A03,A11,A05,F,T,65+,T,T,0,1
5204,5,A08,A12,A11,A03,A05,F,T,45-64,T,T,1,1
9012,5,A08,A12,A11,A03,A05,T,T,30-44,F,T,1,1
1281,5,A08,A12,A03,A11,A01,T,T,45-64,F,T,0,0
1842,5,A08,A12,A11,A03,A05,F,F,45-64,F,F,0,1
2895,5,A08,A12,A11,A03,A01,F,T,65+,T,F,0,0
7730,5,A08,A12,A11,A03,A05,T,T,45-64,T,T,0,1
6758,5,A08,A12,A03,A11,A01,F,F,65+,F,F,0,0
8765,5,A08,A12,A03,A11,A06,F,T,65+,F,F,0,0
5702,5,A08,A12,A11,A03,A06,T,F,45-64,T,F,0,1
7095,5,A08,A12,A03,A11,A06,T,F,30-44,F,F,0,0
5181,5,A08,A12,A03,A11,A05,T,T,45-64,T,F,1,1
1117,5,A08,A12,A03,A11,A05,T,T,45-64,T,F,1,1
3436,5,A08,A12,A11,A03,A05,T,F,45-64,T,T,0,1
5269,5,A08,A12,A03,A11,A01,F,T,45-64,F,T,0,0
6977,5,A08,A12,A03,A11,A05,F,T,45-64,T,F,1,1
8734,5,A08,A12,A03,A11,A06,F,F,45-64,T,F,0,0
1032,5,A08,A12,A11,A03,A05,T,T,45-64,T,T,1,1
5168,5,A08,A12,A03,A11,A05,T,T,30-44,T,F,1,1
1574,5,A08,A12,A03,A11,A05,T,T,45-64,T,F,0,1
9730,5,A08,A12,A11,A03,A05,T,F,45-64,T,F,0,1
5675,5,A08,A12,A03,A11,A06,T,F,45-64,F,T,0,0
6254,5,A08,A12,A11,A03,A01,T,T,45-64,T,T,0,0
5009,5,A08,A12,A11,A03,A01,T,T,45-64,T,T,0,0
1240,5,A08,A12,A03,A11,A05,F,T,45-64,T,F,0,1
4897,5,A08,A12,A11,A03,A01,T,T,45-64,T,F,0,0
2239,5,A08,A12,A03,A11,A01,T,T,45-64,T,T,0,0
9991,5,A08,A12,A03,A11,A05,F,F,45-64,T,F,1,1
968,5,A08,A12,A03,A11,A05,T,T,45-64,T,F,0,1
5139,5,A08,A12,A03,A11,A05,F,T,45-64,F,T,1,1
6272,5,A08,A12,A03,A11,A01,T,F,45-64,F,T,0,0
4883,5,A08,A12,A11,A03,A06,T,T,30-44,F,F,1,1
3289,5,A08,A12,A11,A03,A01,T,F,45-64,F,F,0,0
1817,5,A08,A12,A03,A11,A05,T,F,45-64,T,F,1,1
679,5,A08,A12,A03,A11,A06,F,F,30-44,F,F,1,0
4626,5,A08,A12,A11,A03,A06,F,T,30-44,F,F,0,1
4863,5,A08,A12,A11,A03,A05,F,F,45-64,F,T,1,1
3579,5,A08,A12,A11,A03,A01,T,F,30-44,F,T,0,0
1692,5,A08,A12,A03,A11,A01,F,F,45-64,T,T,0,0
8295,5,A08,A12,A11,A03,A01,F,F,18-29,F,T,0,0
7617,5,A08,A12,A03,A11,A05,F,T,30-44,T,T,0,1
9630,5,A08,A12,A03,A11,A06,T,F,30-44,T,F,1,0
3340,5,A08,A12,A03,A11,A06,F,F,65+,F,F,0,0
4015,5,A08,A12,A03,A11,A01,T,F,45-64,F,F,0,0
5669,5,A08,A12,A03,A11,A06,T,F,30-44,T,F,0,0
1138,5,A08,A12,A03,A11,A05,T,F,45-64,T,F,1,1
8794,5,A08,A12,A11,A03,A01,T,T,45-64,F,T,0,0
4096,5,A08,A12,A11,A03,A01,T,T,65+,T,T,0,0
8873,5,A08,A12,A11,A03,A06,T,T,45-64,T,T,0,1
9109,5,A08,A12,A11,A03,A06,T,F,30-44,T,F,0,1
3544,5,A08,A12,A11,A03,A06,F,T,45-64,T,F,0,1
1278,5,A08,A12,A11,A03,A06,T,F,45-64,F,F,1,1
9576,5,A08,A12,A03,A11,A01,F,F,30-44,T,T,0,0
3805,5,A08,A12,A03,A11,A06,T,T,45-64,F,F,0,0
3594,5,A08,A12,A11,A03,A01,T,T,45-64,F,T,0,0
700,5,A08,A12,A11,A03,A06,T,F,45-64,T,F,1,1
2622,5,A08,A12,A11,A03,A05,F,T,65+,F,T,0,1
6437,5,A08,A12,A03,A11,A05,T,F,45-64,T,T,1,1
4193,5,A08,A12,A11,A03,A06,F,F,65+,F,T,1,1
7542,5,A08,A12,A03,A11,A05,T,F,45-64,T,F,1,1
8099,5,A08,A12,A03,A11,A05,T,F,45-64,F,T,1,1
8695,5,A08,A12,A03,A11,A01,F,T,45-64,T,F,0,0
5626,5,A08,A12,A03,A11,A06,T,T,45-64,T,T,1,0
9589,5,A08,A12,A11,A03,A05,T,F,30-44,T,T,1,1
3327,5,A08,A12,A11,A03,A01,F,F,30-44,F,T,0,0
1543,5,A08,A12,A03,A11,A05,T,T,30-44,F,T,0,1
5611,5,A08,A12,A11,A03,A06,T,T,45-64,F,T,1,1
969,5,A08,A12,A11,A03,A01,F,F,45-64,F,F,0,0
8425,5,A08,A12,A03,A11,A01,F,T,30-44,T,F,0,0
8872,5,A08,A12,A11,A03,A01,T,T,45-64,T,F,0,0
6213,5,A08,A12,A11,A03,A01,T,T,45-64,F,T,0,0
7739,5,A08,A12,A11,A03,A01,F,T,30-44,F,F,0,0
2122,5,A08,A12,A03,A11,A05,F,F,45-64,T,T,0,1
9809,5,A08,A12,A11,A03,A06,F,F,45-64,F,T,0,1
4160,5,A08,A12,A03,A11,A01,F,T,30-44,T,T,0,0
6402,5,A08,A12,A11,A03,A01,T,T,45-64,T,T,0,0
9942,5,A08,A12,A03,A11,A06,F,T,65+,T,F,1,0
7976,5,A08,A12,A11,A03,A06,F,T,65+,T,T,1,1
3530,5,A08,A12,A11,A03,A05,T,F,45-64,T,T,0,1
4725,5,A08,A12,A03,A11,A01,T,F,45-64,T,T,0,0
8729,5,A08,A12,A03,A11,A06,T,T,45-64,T,T,1,0
